Review,Actual,predicted
What can I say??? This is delicious on any day.  Sip til your heart's content.,1,1
"If you like green tea that brews for 2 minutes max and you do not ""stew"" your tea by just leaving the bag in until the tea is bitter, this is the tea for you! Of course, it can be done that way, but IF you have refined tea taste, then you will like this tea. I, personally, love the taste of a good green tea. I am so glad to find this brand available online. No one sells it in my area.",1,1
I love this coffee!!  I had always mixed my decaf and regular to get 1/2 caffeine and now I can just buy it!!  Perfect amount for me. I enjoy the flavor of coffee!<br /><br />These vacuum sucked packages make it easy to store and use. It keeps the coffee fresh!!  I use then to refill another container and it works well for me!!,1,1
"I couldn't find Rumford's at the grocery, just found brands with aluminum, but of course Amazon has it!  I have used this brand since I started cooking as a child at my parents' house.",1,1
very good clam chowder.not as good as being in Maine in a restaurant but much better then other canned chowders,1,1
"I just got my Bread Machine for Christmas, so being a novice I thought I would try to Keep It Simple :)  The Hodgson Mill Products are wonderful.  Everything is included even the yeast.  The Bread came out delicious, it was easy to slice.  It is like eating a country white bread not soft n mushy like traditional white bread.  My family enjoyed this it makes great toast as well. If you try this I think you will be happy with it",1,1
Works wonderfully for most all applications in the garden. Could not be easier since it is systemic and helps fertilize only what you want to fertilize.,1,1
"I've purchased bulk candies where they are old, terrible flavors, or simply smashed to dust. This was a great buy, having none of those drawbacks.",1,1
"I use this product daily, and it provides a steady stream of energy.  I do not get jittery or crash.  It also helps me practice portion control because it acts as a slight appetite suppressant.",1,1
I made the waffles and was not impressed.<br />Definitely not worth the expense!<br /><br />It's only redeeming quality was that I seasoned it to bread oven fried pork chops.<br />I would rather have saved my money and made up a flour mix from scratch.,0,1
I find this particular brand as good as the local coffee shop coffee (D.D.) which is a compliment to the maker. I have made this particular brand my #1 choice.,1,1
"Tried this item liked it. This item was cheaper to get than buying at the local store, easier to get and it has a longer shelf life than what i was getting.  Around here driving 30 miles one way is local.  P.S.  These can make great mini pizzas",1,1
"I have tasted several Stephen's Gourmet products, but the Chocolate Raspberry is my favorite. It's creamy, smoothe and delicious.  I consider it my one splurge for myself.  I have a cup every morning and have now shared my favorite beverage with my son, who just cannot get enough of it.  He has created different recipes with it, one using ice cream.  I will stick to the original method.  It's the best hot cocoa mix I have ever tasted.  The aroma alone will draw you in.  I am often asked what is that wonderful smelling beverage.  Occasionally I will share in hopes they will purchase their own.  Stephen's Gourmet makes the best cocoa ever.  I will drink it as long as they continue to make it.",1,1
"Delicious and unique flavor, great for those who like a little tart taste. Nice the have a 12 pack since they are pretty hard to find.",1,1
"According to my cat, this stuff is just great.  He just licks himself for hours after eating this one and just loves the taste.  He will lick the bowl clean on this one and eats it usually pretty quickly.  But, he still doesn't want it more than 2-3 times a month because it's fish - not exactly his favorite food.  It's a great diversion from his regular fare and one that he truly appreciates.",1,1
"My doctor told me I must eat ""hulless"" popcorn if I have popcorn at all.  Because I can't give up my favorite snack, I bought this Wabash Famnily Farms Amish Country popcorn.  The kernels are tiny, but they pop well, although not as big and fluffy as the popcorn I get from the grocery store.  It tastes great, however, and has fewer and smaller hulls.  I don't think there is such a thing as completely hulless,but Ido notice thst I don't get the hulls stuck in my teeth anymore.",1,1
"I tried the vegetarian hamburger mix and I liked it more than any other burger substitute I've tried. I made it into salsbury steaks and topped them with a mushroom gravy. Delicious!<a href=""http://www.amazon.com/gp/product/B00474H936"">Harmony Valley Vegetarian Hamburger Mix, 5.7-Ounce (Pack of 6)</a>",1,1
I love quite a few coffees but this one is grabbing my whole households attention. It's not bitter but it's not light either. It's perfect. I love it.,1,1
"I started using <a href=""http://www.amazon.com/gp/product/B008EMA3AS"">Lourdes Gourmet Chimichurri Sauce</a> on my grilled steaks and fell in love with it.  Now I'm putting it on my chicken, vegetables & pasta.  I'm turning into a real chimichurri addict.",1,1
"I got the sea salt and vinegar chips from Kettle.  I am used to the Salt and Vinegar chips in the white bag if I am allowed to say that.  Anyways, my first impression for this is wow at all the chips you get for the price.  I got the 9 0z x 12 bags and wow it is so many for the price.  You can tell they are high quality chips just from the packaging, also.  Well being used to the cheaper chips I wasn't expecting how mellow these things are.  The ones I am used to have a really sour taste to them which I didn't mind but they had tons of flavor.  These chips don't have any sour to them at all, and taste just like them but a lot less strong aftertaste.  If you want to try out Salt and Vinegar chips I suggest you try these out first.  So, for the price and how many you get, these chips are definately worth it.  They are thick and crunchy like the more expensive chips you get at high quality restaurants.  I recommend these, 4 stars.",1,1
"I liked everything about the transaction, although I am sure that I ordered ground but I received whole bean. I especially liked the price and the speed of delivery.",1,1
"So many ""healthy"" products don't taste very good.  Or taste good when you first try them and then go downhill.  I've had these chips on more than one occasion and they are very tasty.  I've served them to guests twice and both times they wanted to know what they were and where to get them. It's also nice to have something gluten-free for friends who are borderline diabetic...but I would eat them anyway.",1,1
This is our preferred clam chowder . We like the natural taste with lots of potatoes. The only complaint is I think the soup can be creamier. Amazon has much better price on this with subscribe and save.,1,1
This is a very healthy dog food. Good for their digestion. Also good for small puppies. My dog eats her required amount at every feeding.,1,1
Packed poorly in shipping and a few had the seal broken because they were rolling around in the box!,1,1
I ORDERED THE DARK HOT COCOA IN HOPES IT WOULD BE REAL CHOCOLATEY AND IT WAS NO BETTER THAN BUYING A POUCH OF HOT CHOCOLATE AND ADDING IT TO HOT WATER. I ACTUALLY THINK THE POUCH ADDED TO HOT WATER IS LOADS BETTER AND A WHOLE LOT CHEAPER!!!! V-E-R-Y ...D-I-A-P-P-O-I-N-T-E-D! FOR THE PRICE...IT'S A RIP-OFF!,0,1
I used to buy these at World Market however they discontinued them :(<br />So I am forced to buy them online!  The rose and violet flavors are good however I did not like the anise flavor because they were too strong and licorice tasting for me.<br /><br />I carry these in my purse to freshen my breath and they are really good.<br />Also the tin is very cute.,1,1
Our family loves SPAM and Amazon makes it so easy and such a great deal to buy in bulk.  The 7-ounce size is perfect for our use.  Amazing what you can use SPAM for.  Add it to all your favorite recipes in place of other meats!  Super convenient to have it come in automatic shipments without having to give it a second thought!,1,1
"When I opened the package, I expect the same old tasting Beef Jerky but my taste buds surprised me.  This beef jerky tastes amazing! I've been buying products from Amazon.com for years was really inspired to leave any feedback but as soon as I tasted this Beef Jerky, I wanted everyone to know.  I just ordered 5 more :)<br /><br />- Baba Ali",1,1
"I was looking for a healthy alternative to regular wheat grass which is becoming harder to find in health stores... and this is not just for me! I also grow this in trays for my 2 cats who live indoors, deprived of valuable natural chlorophyll. All mammals need it, and we are now enjoying a strong, healthy organically grown variety which is easy to grow and lasts a long time. Wheat grass has larger blades than lawn grass which does not induce the cats to being sick. They crave it and are very healthy with glossy soft coats, their energy levels are better, and they are playing more. Both are perfectly healthy. Chlorophyll is kind of like eating liquid sunshine mixed in with vegetation. It does a body good! If you care about your (or other) bodies, then get this very nice product. The shipping is fast and it is packaged well. The cans are sealed well with a tight-fitting lid. Yes, I am going to continue ordering from this vendor again. They have exactly what I am looking for.",1,1
This is a very good gingerbread mix. Lots of flavor and easy to make. It's probably a bit overpriced but I was having alot of difficulty finding any gingerbread mix in the grocery store. I use this mix to make gingerbread muffins with diced pears and dried cranberries. I'll purchase another six boxes when I run out of mix. A good buy and good product.,1,1
"Have bought this from the folks who prepare it and I must say, this is the absolute best item I have ever tasted. They make this at a farm in Benson, AZ and it tastes like heaven. Highly recommend it for everything...I tend to slice up apples and dip them. Have tried it on toast as well.",1,1
I am chemical sensitive as well as sugar-free. I have been using this product for over a year. I use it maybe once a week at the most. I drink 1/2 the bottle and then boost my energy after an hour or two depending on how I feel. IMO this doesn't replace my a.m. coffee but is sweet in the early afternoon when I start to fade. Once in a while I drink a full bottle before a workout. I've been drinking Guayaki Yerba Mate teas for years. Compared to the many toxic energy boosters out there I highly recommend this. This product is clean and doesn't leave nasty chems behind in the body. Try it before you judge from a review - everyone's body reacts differently.,1,1
"For those who love salt and vinegar potato chips, this is the one to choose. The flavor is zippy and tart, with no unpleasant chemical aftertaste like the less ""natural"" versions of this snack. The 2-ounce bags are just right to share at lunch. The chips are a little greasy, and that's why I've given them 4 stars instead of 5.",1,1
"<a href=""http://www.amazon.com/gp/product/B000FFRY3G"">Ener-G Foods English Muffins, 15.1-Ounce Units (Pack of 6)</a><br /><br />These are one of my favorite gluten free items and a regular item to keep on hand.  I take for lunch and toast and very filling and easy but cheaper than going to fast food places.  I use for mini pizzas, Hamburg buns, bacon, egg and cheese sandwich for breakfast, chicken sandwiches, etc.  Easy to take on trips or friends and family to eat. Must toast or bake for best favor.",1,1
"We love this sauce and are hunting around to find it and to introduce it to others. Sort of a wasabi mayonnaise--and terrific on fish, potatoes, and many other things (we're eager to discover more).",1,1
"This review will make me sound really stupid, but whatever. I don't really care as long as people find out what's real and can avoid my mistakes.<br /><br />I got my wonderful little sweet Bella Bean when she was a few days shy of three years old. She had been bounced around from house to house and eating whatever was cheap. I have had cats around me my entire life, for about twenty-five years now. My mother always just fed them whatever, the kinds of food you buy in the supermarket - Friskies, Nine Lives, Kit & Kaboodle, stuff like that. And our cats were always fine, at least in terms of their eating habits. They would eat in the morning, stop when they were done, come back, and eat some more when they got hungry.<br /><br />My housemate at the time was working for Hill's and assured me that this was the best food ever made, so great, so on and so forth. I now know that she is an utter buffoon, but I initially trusted her judgment, which is so unfortunate because she doesn't think. She also had plenty of coupons for free or deeply discounted bags, which made it a much more attractive choice.<br /><br />I first tried feeding the little Bean an unmeasured amount of Science Diet in a bowl, but that didn't work, as she would devour it in one sitting. So then I took to measuring it, and she did the same thing. Then I started parsing it out to twice a day. That didn't work either, because she would start going crazy in the middle of the day, running around, intentionally destroying things, deliberately spilling her water, crying, etc., until she got more food. So then I split it into three servings. Same thing. Then it got to be four servings. That was a little better, but it was too much maintenance and unrealistic to be around every day to feed her four times. So then it went back to three. All the while, I was trying to reduce the amount of food I was feeding her to less than 3/4 of a cup because she was a little chubby. Reducing was hell. She became even more hungry, but I figured she would get used to it. Not really.<br /><br />For over a year, she would wake me up every morning looking for food in a serious way, knocking things off my desk, ripping up any paper she could find, scratching at the door and committing general acts of mischief. As soon as she got food, she was back to her sweet self, but only for three or four hours.<br /><br />We thought she was bored, we thought she was a little nutty, and maybe even had a kitty eating disorder. She always wanted food. It was kind of funny but in the end it was just sad.<br /><br />A few weeks back, we took her to a new (good, non-money factory) vet for her second checkup since I've had her. I talked with him about her being always hungry. He asked what she ate, and I told him the adult indoor Science Diet. Without saying as much, he basically told me that this food is garbage and I should look for something else. He said cat food should have a protein followed by a carbohydrate as the first two ingredients. Science Diet does, in a very loose, by-product kind of way - ground up slaughterhouse leftovers and corn dust. Then they put a bunch of vitamins in it to make it ""healthy,"" instead of just using good ingredients from the beginning. Not that I care about spending money on the Bean, but this food is way too expensive for what it is.<br /><br />So we began transitioning her onto Wellness indoor formula about two weeks ago. She is still eating 50 percent Science Diet with 50 percent Wellness (you really shouldn't just give a cat different food one day out of the blue) but SHE NEVER FREAKS OUT ANYMORE. It's amazing. And it's 100 percent because she is eating real food now, along with that sawdust and chicken hearts I still regrettable have to feed her. We have her down to eating twice a day, only 1/3 cup in TOTAL. She was eating three times a day, 5/8 of a cup in total. Now she eats some in the morning, walks away, eats some more a few hours later, and then looks for dinner about twelve hours after her initial feeding. No more knocking things over, no more trashing Dad's papers on the desk, no more howling, no more deliberately spilled water on the floor. It's incredible.<br /><br />I feel so bad that I was doing this to her for so long. We really thought she was just being dramatic or whatever. But no, she was genuinely hungry because she wasn't eating any real food.<br /><br />Do your cat a favor - buy her or him so food made with real ingredients, things you would eat - Wellness, Halo, Innova, Evo, whatever. Figure it out for yourself, but please don't feed your cat this. It's garbage.",0,1
I first tried this tea at at French restaurant that had ran out of the usual black tea with mint. To my surprise this tea beats any tea (without milk).. no sugar needed. It is naturally sweetened!,1,1
"This is my first exposure to rose tea. I purchased it because of the previous review. I have to concur. This tea is delightful. The aroma is fantastic and makes you believe you are in the midst of a blooming rose garden. It is a perfect tea to sip in the winter months as it fills your senses with the scents of summer. I bet it would be refreshing as an iced tea with a sprig of fresh mint. Too cold to try that now, but once the snow melts, I will! Great product for the price!",1,1
"2.0 out of 5 stars Read this article first, August 11, 2009<br />By  Pregbaby (Florida) - See all my reviews<br />I thought I was doing the right thing by buying organic and thought Similac was a brand I could trust to be good for baby. That is, until I came across this NY Times article about the sugar they use... [...]<br /><br />From the article:<br /><br />Parents may be buying [Similac Organic] because they believe that organic is healthier, but babies may have a reason of their own for preferring Similac Organic: it is significantly sweeter than other formulas. It is the only major brand of organic formula that is sweetened with cane sugar, or sucrose, which is much sweeter than sugars used in other formulas.<br /><br />No health problems in babies have been associated with Similac Organic. But to pediatricians, there are risks in giving babies cane sugar: Sucrose can harm tooth enamel faster than other sugars; once babies get used to its sweeter taste, they might resist less sweet formulas or solid foods; and some studies suggest that they might overeat, leading to rapid weight gain in the first year, which is often a statistical predictor of childhood obesity.",0,1
"I used to eat these King B beef jerky sticks all the time when I was younger, they were my favorite! I figured once King B was gone so was my beloved jerky, but luckily Jack Links has brought it back. This jerky is above and beyond any of that overly-sweet bagged jerky Jack links sells. No, instead this is the way jerky should be, nice and chewy and salty yum. I know some people on here complained about the saltiness but I don't think they're overly salty, they're just plain delicious. Order some, you won't regret it.",1,1
"My son is sensitive to cows milk protein and I am trying to keep him off of soy.  My milk was not enough for him, and I did not like the ingredients in baby formula (all had soy and most have cows milk protein, not to mention 45% corn syrup solids).  My pediatrician recommended this powdered goats milk because they add folate (not normally found in goats milk).  Since I have been feeding my son this milk, he has been SO happy and growing so much better! Have not had to add any vitamins/supplements to it to make it a whole food, it is fine on its own. Although, I have been using organic brown rice cereal because he is getting close to being ready for solids.  LOVE this milk! (always consult your doctor before changing your babies diet)",1,1
"These singles sell for $2.50 - $3.36 at the store for 1 box of 24 singles. I'm not sure why Amazon is selling it for $9.99 for a box of 24 singles.  Hazelnut coffee creamer is my favorite, but truly this is not a good buy.",0,1
"This brand of coffee has been available in my local stores for some time -- I've believe the company is local.  I've been drinking it for quite some time and have not tired of it.  I'm particularly fond of the Turtle Sundae but all the flavors are good.  I can't say that I've had a bad one.<br /><br />As it turns out, it's less expensive to order it from Amazon and have it show up at my front door than it is for me to run out to the local Walmart to get it.  It's a no brainer.  Try it, if you like rich, flavored coffee, you'll like it.",1,1
"Good but not my favorite.........Newman's Own Organics Adult Dog Food Formula, 7-Pound Bag....I now buy my dogs Taste of the Wild Salmon just great stuff buy it on Amazon!~ The less fillers the better not meals for my doggies!~",0,1
"I got these because I'm on a low-carb, high-fat diet and was wanting something high-fiber that also packed a bunch of omega 3s. These fit the bill pretty perfectly! The flavors aren't all winners, but they're all really strongly flavored which is fantastic for a crispy snack. I like the flavors of these more than I like the flavors of potato chips, honestly.<br /><br />They don't strike me as slimy when you chew them, but your mileage may vary - I mean, yeah, the texture is a bit odd (imagine chewing a bunch of sesame seeds, similar kind of texture) and they do get stuck in your teeth, but hey - that's flax seeds for you. If you don't like (or tolerate) the texture of flaxseeds, there's nothing these crackers can really do for you.<br /><br />The flavors: My favorite is the Mexican flavor, hands-down. A close second is the hemp (rosemary! nom nom!) and the cinnamon maple (higher-carb, but only barely. Really cinnamony). I'm not really a fan of the onion garlic and italian... I love garlic, but it's just too much. The original flavor is icky, it just tastes like soy sauce and flax. Meh. I like soy sauce, but it's not really an ideal flavor for crackers! If you like Japanese rice crackers you might like that flavor.<br /><br />I think the cinnamon maple would probably be a fantastic flavor to spread nut butters on (chocolate almond butter, almond butter, peanut butter, whatever).",1,1
Soft smooth texture - my little one devours this one...it is one of the best meat/veg dinners we have found!,1,1
"I've read so many reviews on the many brands and varieties of K-cups... coffee preferences are so subjective.  I did like the flavor of this coffee -- bold but not bitter.  As to ""strength"" I wish that there was more coffee in each K-cup... I am accustomed to Starbuck's strength, and I have to set my Keurig to medium-cup size to get the strength I need.  This is not as cost-effective as -- say Jet Fuel (but I found Jet Fuel too bitter.)<br />If Wolfgang Puck would add more coffee to its K-cups, this would be a perfect coffee for me.",1,1
"Talk about a versatile new product. Drink it hot on a winter morning, drink it iced on a summer afternoon, mix it with your favorite coctail, add it to a marinade, combine it with your your best herbs- I love it all! It's smooth and almost silky texture and lack of tannins make it great for anything. How has it taken so long to make it to the states!",1,1
"I tried this on both Mac OS X and on Vista (not on the same computer), and it worked perfectly with both. Although Vista was a little confusing, nothing more was involved than finding the right audio preferences.  No drivers in either case.  I recorded a short review of the Blue FOR each setup, WITH each setup, which I posted on my devnotes posterous com blog -- you can search that out and listen to both of them if you have any doubts about the sound.  The whole thing lights up blue when it's plugged in, so if you love blue, this mic's for you.  I have a Behringer condenser mic, about the least expensive mic you can find, but it sounded great before and it sounds great through the blue icicle.",1,1
"Got these at a fraction of the price that they charge at the grocery store. This was a great buy. Thanks, Amazon!",1,1
"After coming back from living in England for several months, I craved me some coriander (carrot & coriander soup, coriander-spiced omelettes...)  But even in the Bay Area, this spice been surprisingly hard to find, especially at a decent price!<br /><br />Buying it in bulk from this seller, the price is unbeatable, and the quality seems comparable to the name-brand, top-notch stuff in England.  One thing to note is that the coriander comes in metallic pouches (not resealable), so if you want to keep it in a resealable bag/container, you'll have to provide your own.<br /><br />Also, I wish I had found someone to split this with me, since it seems like even 1 bag will last me forever!",1,1
We have tried all of the Hazelnut flavored coffee brands.  This is by far the best.  To bad it isn't an auto ship.,1,1
I loved this brand.  It was the best vanilla flavor of others I tried.  I would buy more if it was a better price.,1,1
"My 1 yr old Granddaughter, and I cannot get enough.<br />and it is good for you!",1,1
"I'm not a coffee snob, barely drinking a cup a week, but my significant other needs a strong mugful every morning.  The pods and the Senseo machine are perfect for this; barely takes 2-minutes to brew.  The 6-pack box comes out to about 30cents a cup even with the added latte packets (60cents when two are used for a strong mug serving).  Wonderful aroma and works well with the flavor packets.  I'm hoping the money saved by avoiding Starbucks every morning will go to my potato chip addiction....",1,1
"I've always liked licorice candy and the best licorice I've ever had was obtained at Ikea. It was from Sweden. Yum! In any case, I've mentioned this around and then a box of Panda Soft Licorice appeared in my Christmas stocking.<br /><br />The Panda licorice is good. Real good. Excellent flavor. Nice and chewy. Good aftertaste. I'd rank it with the best I've had. It's imported from Finland and is made from all natural ingredients. In my opinion, it doesn't quite make it up to the licorice I obtain at Ikea, but it's close.<br /><br />Gary Peterson",1,1
"Organic foods are probably most important the first couple of years of life. That is when so much brain development is happening that trying to keep as much pesticides as possible away from your child's developing brain and body is a very worthy goal.<br /><br />Fortunately it is a little easier than it is for a grown up. With our more varied foods and time constraints and on the go, etc. Also no matter how worthy a goal, your child has to eat the food. This is an excellent combination of flavors that I was not always able to find at local stores. And with subscribe and save it is cheaper and delivered to my door.<br /><br />The flavors are vegetable turkey which lists the ingredients as Water, organic carrots, organic apples, organic ground turkey, organic whole barley flour.<br /><br />Sweet potato and chicken: Water, organic sweet potatoes, organic apricot puree, mechanically separated organic chicken, organic brown rice flour.<br /><br />Summer vegetable: Water, organic corn, organic zucchini, organic green beans, organic brown rice, organic carrots, organic garbanzo beans, organic canola oil.<br /><br />Rice and Lentil: Water, organic apples, organic carrots, organic brown rice, organic lentils, organic canola oil<br /><br />There are other Earth Best blends where water is not the number one ingredient. Obviously that somewhat calls into the question the 'value' of this particular Earth's best item. I just found the tomato and carrot one which I have ordered but not received yet.  Also if you put in organic baby food in Amazon search there are some brands with just food in them for example Peter Rabbit organics (have not yet tried it, but might when she is a bit older).<br /><br />Overall though I do recommend this variety pack. Our daughter likes them all and she is getting organic ingredients. And for a decent price, even considering the amount of water in them. The water being first in all 4 is giving me pause as to the overall value and definitely something I will keep in mind as to trying other brands going forward. The ingredient lists are all directly from the Earth Best's website, earthsbest.com,  as I do not have the products in front of my right now.",1,1
"My dog absolutely loves these!  I try to give one to him everyday, either in the morning or before we go to bed at night.  It doesn't take him long to finish it off... but long enough to put dishes away or brush my teeth.  :)",1,1
"Both my husband and I use this body wash.  We both have dry skin and feels it does a really good job as a moisturizing body wash.  It is a little pricey here, basically comparable to store prices (Walmart/Supermarket).  I order for convenience, one less item I have to waste time at a store getting---with our busy lives it is needed so we tend to get many items from Amazon, mostly through the Subscribe and Save program.",1,1
This product does a great job of clearing out the kidneys.  It has helped make my husband feel lots better even though he is in early renal failure.,1,1
"I make a bowl of McCann's every morning in the little crockpot for my breakfast; add a banana, and it's perfect!!  Try it and you'll never eat 'the other stuff' again!!",1,1
"Our German Short Haired Pointer goes crazy for these bones.  They are big, tough and it takes our 100 pound dog a good hour to chew through this!",1,1
I really enjoy this coffee - I have used a variety of the K-cups and this is one of the best.,1,1
"My kids do not like the goat milk straight, but are both intolerant to milk. my solution is to add a little of the mixed goat milk to vanilla flavored soy milk. Why would I do this, you ask? I read that dairy products are the best form of calcium you can get, dairy and broccoli. Enriched products, like soy milk, are okay sources, but not as good as the real deal. So I mix the two together to make sure my kids get the best possible calcium intake they can. They wouldn't drink it just so though so improvised. This company is great! Cow's milk is just not good for people! Goat milk is infinitely better. I use to make their mac and cheese and things like that too. They can stand the little bit of lactose in the cheese powder, and by using the goat milk, you can't even tell there is anything different about the dish. very useful.",1,1
"What can I say? It's cat food but without stuff in it cats shouldn't be eating. It is her favorite flavor, but that depends on the cat.",1,1
"Not sure exactly what is in it, but it really helps my sinus condition.  A family member who spent time in China said it tasted like other healing herbs she had had while there.  The taste is earthy, and takes some getting used to, but it is worth it.",1,1
"These are among the best chips I have ever eaten!  I first came upon them when I visited a CostPlus World Market store in Opelika, AL, in the Tiger Town Mall, in 2007.  I wasn't a big fan of dijon-flavored anything, but I decided to give these chips a try.  I was hooked.  I probably ended up buying over a dozen bags within just a few months' time.  I searched all over my part of Alabama (the northwestern part of the state) and could not find them.  I later tried to find them at the World Market in Hoover, at the Patton Creek Shopping Center, and they did not carry this flavor.  However, when I learned that they were available on Amazon.com, and also available for PRIME Shipping - I bought them as soon as I read ""Kettle Chips Honey Dijon, 9-Ounce Bags (Pack of 12)!""<br /><br />You get a pretty big box, filled with 12 bags of these delicious morsels.  They last quite a while, but I will re-order, very, very soon!  I suggest you buy them, in this bulk form, and enjoy them - you won't be disappointed!  They go great with hamburgers and hot dogs - so they're perfect for spring and this coming summer's outdoor activities and cook-outs!<br /><br />Take my word for it, these chips are a hidden gem lost in the world of snack foods!  Buy some today, and fall in love like me!",1,1
"Sent very prompty, tea is delicious, will continue to use this company with great enthusiasm.",1,1
"It is very good popcorn.  But I used a hotair machine so may not have been as yummy as if the oily stuff had been used.  Although I did pour oil on afterwards.  Why would I do that with an airpopper you ask?  Because the airpopper was a gift.  I really can't tell a whole lot of difference in the taste from Orville R. and this, but what I have read is this is organic and much better for you.  But the price is well...pricey. No I don't intend to buy again for that reason, but should my conscience tweek me towards healthier choice popcorn again then I may change my mind.",1,1
To be fair only one of my twins got gas from this but it was horrible. Up all night screaming from gas pains. Garbanzo beans are not an ideal food for young babies.,0,1
This tea has a wonderfully strong ginger flavor.  The bags come individually wrapped in foil packets.  It steeps fast and the resulting mug of tea is murky and delightfully aromatic.  I love it and will undoubtedly use every bag in the next month or so.  The one thing I think anyone buying this product should be aware of is that they add stevia to the bags.  I am usually not a fan of stevia (to me it has a bitter aftertaste) but it was not overwhelming here.,1,1
The quality of this tea is 5 star-it is in sealed bags. We're trying it out to see if helps our nails & skin.,1,1
"Our daughter was very unhappy because she could not find Chi-Chi's Sweet Corn Cake Mix in her grocery stores.  Thanks to Amazon.com the ""fix"" was easy.  We had Corn Cake while dining on Lake Powell.  Heard the grand kids were enjoying more Chi-Chi's Corn Cake last night.  Thank you!  SR",1,1
"I bought this for my daughter's new microwave popcorn popper as a Christmas gift, and she says that it is delicious, but pops up smaller than other popcorn.  She likes it a lot.",1,1
"This review will make me sound really stupid, but whatever. I don't really care as long as people find out what's real and can avoid my mistakes.<br /><br />I got my wonderful little sweet Bella Bean when she was a few days shy of three years old. She had been bounced around from house to house and eating whatever was cheap. I have had cats around me my entire life, for about twenty-five years now. My mother always just fed them whatever, the kinds of food you buy in the supermarket - Friskies, Nine Lives, Kit & Kaboodle, stuff like that. And our cats were always fine, at least in terms of their eating habits. They would eat in the morning, stop when they were done, come back, and eat some more when they got hungry.<br /><br />My housemate at the time was working for Hill's and assured me that this was the best food ever made, so great, so on and so forth. I now know that she is an utter buffoon, but I initially trusted her judgment, which is so unfortunate because she doesn't think. She also had plenty of coupons for free or deeply discounted bags, which made it a much more attractive choice.<br /><br />I first tried feeding the little Bean an unmeasured amount of Science Diet in a bowl, but that didn't work, as she would devour it in one sitting. So then I took to measuring it, and she did the same thing. Then I started parsing it out to twice a day. That didn't work either, because she would start going crazy in the middle of the day, running around, intentionally destroying things, deliberately spilling her water, crying, etc., until she got more food. So then I split it into three servings. Same thing. Then it got to be four servings. That was a little better, but it was too much maintenance and unrealistic to be around every day to feed her four times. So then it went back to three. All the while, I was trying to reduce the amount of food I was feeding her to less than 3/4 of a cup because she was a little chubby. Reducing was hell. She became even more hungry, but I figured she would get used to it. Not really.<br /><br />For over a year, she would wake me up every morning looking for food in a serious way, knocking things off my desk, ripping up any paper she could find, scratching at the door and committing general acts of mischief. As soon as she got food, she was back to her sweet self, but only for three or four hours.<br /><br />We thought she was bored, we thought she was a little nutty, and maybe even had a kitty eating disorder. She always wanted food. It was kind of funny but in the end it was just sad.<br /><br />A few weeks back, we took her to a new (good, non-money factory) vet for her second checkup since I've had her. I talked with him about her being always hungry. He asked what she ate, and I told him the adult indoor Science Diet. Without saying as much, he basically told me that this food is garbage and I should look for something else. He said cat food should have a protein followed by a carbohydrate as the first two ingredients. Science Diet does, in a very loose, by-product kind of way - ground up slaughterhouse leftovers and corn dust. Then they put a bunch of vitamins in it to make it ""healthy,"" instead of just using good ingredients from the beginning. Not that I care about spending money on the Bean, but this food is way too expensive for what it is.<br /><br />So we began transitioning her onto Wellness indoor formula about two weeks ago. She is still eating 50 percent Science Diet with 50 percent Wellness (you really shouldn't just give a cat different food one day out of the blue) but SHE NEVER FREAKS OUT ANYMORE. It's amazing. And it's 100 percent because she is eating real food now, along with that sawdust and chicken hearts I still regrettable have to feed her. We have her down to eating twice a day, only 1/3 cup in TOTAL. She was eating three times a day, 5/8 of a cup in total. Now she eats some in the morning, walks away, eats some more a few hours later, and then looks for dinner about twelve hours after her initial feeding. No more knocking things over, no more trashing Dad's papers on the desk, no more howling, no more deliberately spilled water on the floor. It's incredible.<br /><br />I feel so bad that I was doing this to her for so long. We really thought she was just being dramatic or whatever. But no, she was genuinely hungry because she wasn't eating any real food.<br /><br />Do your cat a favor - buy her or him so food made with real ingredients, things you would eat - Wellness, Halo, Innova, Evo, whatever. Figure it out for yourself, but please don't feed your cat this. It's garbage.",0,1
"Not at all happy with the instant coffee taste of my cute little brewer , I began hunting for a solution . The DisposaKups were it !!  My own fresh ground coffee - packed in tight in the DisposaKup - makes a good cuppa joe . Easy to use and no mess . Love them .  Shipping was fast and they are a good value in my opinion . Thanks",1,1
Anyone see where theses are made? - I am avoiding treats from China because of all the problems lately. and I do not see a country of origin here.,0,1
This product is so great.  My daughter who is extremely pick loves it and she is also gluten free!!  so she can actually have this!!!!!<br />Not bad for 100 calories per serving!!!!!<br />This will be a great dish to take for Thanksgiving dinner.,1,1
"Great product, enables you to use your own coffee in your single brew maker. And I can make up several at a time!!!",1,1
"I have had Green Mountain coffee before, but had not tried the French Roast.  I am just realizing that there is a taste difference between different manufacturers, even with the same types of roasts.  The Green Mountain French Roast has the flavor I like and was expecting.  The price was reasonable and my order shipped quickly.  My only disappointment was in the shipping packaging.  I knew that I was ordering 2 boxes of K-cups but was surprised to see how big the shipping box was.  There was room for 3 boxes, with the extra space filled with bubble-wrap, which seems wasteful to me.  But on the whole, I am very happy with my coffee!",1,1
"I purchased these for my mom and she loves them!  She does not like bold coffee flavors, but is more into the sweet and more flavorful varieties.  This one combines the taste of the islands with a smooth, nutty flavor.  Amazon had a GREAT price on these and this is something that I can actually recommend!",1,1
