Review,Actual,predicted
"If Keurig brewers were evaluated by this particular K-Cup, Keurig would be out of business. Wolfgang Puck - French Roast Melange Francais is inexcusably terrible coffee. Aroma hints of singed oak leave and the top note is simply bitter.  Mid taste is like the bottom ounces of a days old Kwiki-Mart carafe.  Mouth feel is harsh and leaves an appalling coating. The after taste leads one to immediately brush ones teeth.  I simply couldn't believe my Keurig was capable of making such a bad cup of coffee, so I tried again a week later with same results. I use average-to-good filtered water and have no problems with other brands like Green Mountain, Tulleys, nor Emeril's. Everyone I know that has a Keurig learned of it via word of mouth or a shared cup. Usually the results are stunning, and the Keurig invasion lives on.  When I share I'll stick with offering The Coffee Peoples' Black Tiger or Jet Fuel. Now I have 22 more WP/FR K-cups sitting in the bottom draw of my china cabinet to get rid of. Let me know if you want them, as I'd be embarrassed to even give them away.  Sorry Wolfgang, but what the Puck - your French Roast is unpardonably horrible, and at K-cup prices I'll not be duped again. I'll stay away from any of the other WP offerings.",0,0
This iced tea is terrible. This is the first Stash product that I do not enjoy. It is not iced tea. It tastes more like powdered peppermint leaves.,0,0
after opening numerous bags I found that none of the chips had any flavoring on them. completely plain and gross. how does this even happen?,0,0
"Been gluten free for 7 years now. Thought we were done with mixes that tasted awful.  We threw it away because we did not like it. For my money, you can't beat Pamela's baking mix. But, the Betty Crocker chocolate chips are the BEST! So, don't give up Betty Crocker, just work on this one!",0,0
"As coffee in general, this Wolfgang variety was alright. However, I was expecting a ""Creme Caramel"" taste, or something similar, and I don't feel this delivered. I tried multiple cups at different cup sizes and this coffee just didn't do it for me. It is marketed as a flavored coffee, yet I could not taste anything beyond the flavor of coffee.",0,0
"I almost never write reviews, but I thought I would for this one.  I'm pretty open to tastes of anything, but something about the smell and taste of this product was really bad.  It tasted ""off"" almost.  I'm really disappointed because I had hoped to like it and I love fruity green teas, but this was NO GOOD.  I'd strongly recommend trying a sample of this (if possible) before buying.  Sorry Zhena's.... maybe I'll like another flavor.  I haven't given up on you yet.",0,0
"tastes - burnt, roasted, slightly rotten sunflower seed taste; gritty, bland - no salt,sugar only seeds. would not eat if it was free.""",0,0
"Since a DOP product is not readily available at my local grocery stores, I got really excited when I saw the photo of this product at the Amazon website because the photo states that this product is ""D.O.P. Certified.""<br /><br />But when I received the shipment, it was a huge disappointment.  It was a different product than what the photo promised.  (I can buy the one that was delivered to me at my local grocery stores very easily.)  Very disappointing.............",0,0
"I did not even receive the correct product, what I received were raw UNSHELLEd peanuts, but had no option to return them becuase amazon does not allow this. I attempted to contact but got no reply, do not buy from here!",0,0
"Thought I was ordering summer tea flavors, got leftover winter garbage. I will not buy from this seller again. I HATE iced coffee, much less gingerbread and eggnog flavors! I cannot believe I just spent that amount of money on crap that I will not ever drink. Should have waited until Walmart carried it! Does Keurig know this stuff is being sold under such false advertisements? Yes, I know it says flavors may be substituted. That would be fine if they were more teas. If I had wanted gross iced coffee flavors, I would have ordered such!<br /><br />On the up side, the peach tea I received was very good. Otherwise, don't waste your money!",0,0
"I read the reviews for this product and had high hopes for a healthy, decent tasting cup of noodles. Needless to say I found this not to be true. First, the consistency is gross and second, the taste is awful. Maybe I am just not accustomed to eating crap. Think twice before ordering this product. I wish I did.",0,0
"If Keurig brewers were evaluated by this particular K-Cup, Keurig would be out of business. Wolfgang Puck - French Roast Melange Francais is inexcusably terrible coffee. Aroma hints of singed oak leave and the top note is simply bitter.  Mid taste is like the bottom ounces of a days old Kwiki-Mart carafe.  Mouth feel is harsh and leaves an appalling coating. The after taste leads one to immediately brush ones teeth.  I simply couldn't believe my Keurig was capable of making such a bad cup of coffee, so I tried again a week later with same results. I use average-to-good filtered water and have no problems with other brands like Green Mountain, Tulleys, nor Emeril's. Everyone I know that has a Keurig learned of it via word of mouth or a shared cup. Usually the results are stunning, and the Keurig invasion lives on.  When I share I'll stick with offering The Coffee Peoples' Black Tiger or Jet Fuel. Now I have 22 more WP/FR K-cups sitting in the bottom draw of my china cabinet to get rid of. Let me know if you want them, as I'd be embarrassed to even give them away.  Sorry Wolfgang, but what the Puck - your French Roast is unpardonably horrible, and at K-cup prices I'll not be duped again. I'll stay away from any of the other WP offerings.",0,0
"I think sodas are a big waste of money.  That said, I had the opportunity to try this and it is DIVINE!!!",1,0
"I ordered three of the trays (being a date nut) and found that two were old or stale. I admit to not checking the out-of-date on the exterior package, but still - dried out fruit.?! The last tray was fresher, but the experience was soured at that point. I'm disappointed.",0,0
"Just awful!  I thought food was supposed to taste good!  I had to eat ice cream afterwards to get the taste out of my mouth, it's that bad.",0,0
I ordered this because I really like this brand and I have never had any issue with them.  My son usually like all the flavors.  I ordered this and the pears were sour/spoiled.  The other flavors my son refused to eat. I am sure there was something wrong with it.  So I am not sure what happened but I will NOT be buying these online anymore.,0,0
"When I opened the package, I only found 11 packets of the Honey Stingers. There should have been 12. I counted and re-counted 4 times to be sure. The packets were in a thin cardboard display box, wrapped in a sealed plastic bag, and shipped in a sturdy cardboard box. I don't really want to go through the hassle of returning the item, so I guess I'm out a pack.  It'd be nice if amazon shipped me one more packet! ;-)",1,0
"I bought two bags of these, thinking it was the same product that I used to buy in different packaging (light blue, with a see-through dog shape against a grass green background). Unfortunately, it was completely not the same thing! These treats were actually like jerky-- tough and brittle. I give my dog soft treats because he doesn't chew the damn things, and he choked on these horrible things; I had to toss them out.<br /><br />Note that the ""Zuke's Jerky Naturals"" with the other packaging (http://www.amazon.com/Zukes-Jerky-Naturals-Beef/dp/B00008DFPY) have always been moist and soft, and I've never had a problem with those. I suspect that this batch was not new packaging, as I had thought, but very old packaging; these may be the same treats I usually feed my dog, just having sat on a shelf for years. In any case, these were COMPLETELY different treats, and not safe to feed my dog.",0,0
